title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized
La Fama,The Weeknd,94,1,2021,Rosalia Featuring The Weeknd,the weeknd,
Start Up Again,Polo G,94,1,2021,Polo G Featuring Moneybagg Yo,polo g,
Start Up Again,Moneybagg Yo,94,1,2021,Polo G Featuring Moneybagg Yo,moneybagg yo,
The Way I Loved You (Taylor's Version),Taylor Swift,94,1,2021,,taylor swift,
What's Love??,Rod Wave,94,1,2021,,rod wave,
Always Been You,Jessie Murph,95,1,2021,,jessie murph,
Peepin Out The Window,Young Thug,95,1,2021,Young Thug With Future & BSlime,young thug,
Peepin Out The Window,Future & BSlime,95,1,2021,Young Thug With Future & BSlime,future & bslime,
Ride For You,Meek Mill,95,1,2021,Meek Mill Featuring Kehlani,meek mill,
Ride For You,Kehlani,95,1,2021,Meek Mill Featuring Kehlani,kehlani,
Wilshire,"Tyler, The Creator",95,1,2021,,"tyler, the creator",
Fake Woke,Tom MacDonald,96,1,2021,,tom macdonald,
Shock Da World,Rod Wave,96,1,2021,,rod wave,
Tick Tock,Young Thug,96,1,2021,,young thug,
30,Pop Smoke,97,1,2021,Pop Smoke Featuring Bizzy Banks,pop smoke,
30,Bizzy Banks,97,1,2021,Pop Smoke Featuring Bizzy Banks,bizzy banks,
Am I Dreaming,Lil Nas X,97,1,2021,Lil Nas X Featuring Miley Cyrus,lil nas x,
Am I Dreaming,Miley Cyrus,97,1,2021,Lil Nas X Featuring Miley Cyrus,miley cyrus,
Bloody Canvas,Polo G,97,1,2021,,polo g,
Girl Like Me,Jazmine Sullivan,97,1,2021,Jazmine Sullivan Featuring H.E.R.,jazmine sullivan,
Girl Like Me,H.E.R.,97,1,2021,Jazmine Sullivan Featuring H.E.R.,h.e.r.,
I Like Dat,T-Pain,97,1,2021,T-Pain & Kehlani,t-pain,
I Like Dat,Kehlani,97,1,2021,T-Pain & Kehlani,kehlani,
Life's A Mess II,Juice WRLD,97,1,2021,"Juice WRLD, Clever & Post Malone",juice wrld,
Life's A Mess II,Clever,97,1,2021,"Juice WRLD, Clever & Post Malone",clever,
Life's A Mess II,Post Malone,97,1,2021,"Juice WRLD, Clever & Post Malone",post malone,
Feel Alone,Juice WRLD,98,1,2021,,juice wrld,
Mercedes,Brent Faiyaz,98,1,2021,,brent faiyaz,
Sneaky Links,Rod Wave,98,1,2021,,rod wave,
Steal My Love,Dan + Shay,98,1,2021,,dan + shay,
From The Garden,Isaiah Rashad,99,1,2021,Isaiah Rashad Featuring Lil Uzi Vert,isaiah rashad,
From The Garden,Lil Uzi Vert,99,1,2021,Isaiah Rashad Featuring Lil Uzi Vert,lil uzi vert,
If You Want To,Lil Baby,99,1,2021,Lil Baby & Lil Durk,lil baby,
If You Want To,Lil Durk,99,1,2021,Lil Baby & Lil Durk,lil durk,
M3tamorphosis,Playboi Carti,99,1,2021,Playboi Carti Featuring Kid Cudi,playboi carti,
M3tamorphosis,Kid Cudi,99,1,2021,Playboi Carti Featuring Kid Cudi,kid cudi,
Rise!,"Tyler, The Creator",99,1,2021,"Tyler, The Creator Featuring Daisy World","tyler, the creator",
Rise!,Daisy World,99,1,2021,"Tyler, The Creator Featuring Daisy World",daisy world,
Slatty,Young Thug & Gunna,99,1,2021,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,young thug,young thug & gunna
Slatty,Young Thug & Gunna,99,1,2021,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,gunna,young thug & gunna
Slatty,Yak Gotti & Lil Duke,99,1,2021,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,yak gotti & lil duke,
Time Heals,Rod Wave,99,1,2021,,rod wave,
Toxic Punk,YoungBoy Never Broke Again,99,1,2021,,youngboy never broke again,
Antes,Anuel AA,100,1,2021,Anuel AA & Ozuna,anuel aa,
Antes,Ozuna,100,1,2021,Anuel AA & Ozuna,ozuna,
Clear Da Air,Moneybagg Yo,100,1,2021,,moneybagg yo,
Crocodile Teeth,Nicki Minaj,100,1,2021,Nicki Minaj & Skillibeng,nicki minaj,
Crocodile Teeth,Skillibeng,100,1,2021,Nicki Minaj & Skillibeng,skillibeng,
Ghost Town,Benson Boone,100,1,2021,,benson boone,
Partin Ways,Polo G,100,1,2021,,polo g,
Rare,Nas,100,1,2021,,nas,
Still Chose You,The Kid LAROI,100,1,2021,The Kid LAROI Featuring Mustard,the kid laroi,
Still Chose You,Mustard,100,1,2021,The Kid LAROI Featuring Mustard,mustard,
Thankful,DJ Khaled,100,1,2021,DJ Khaled Featuring Lil Wayne & Jeremih,dj khaled,
Thankful,Lil Wayne & Jeremih,100,1,2021,DJ Khaled Featuring Lil Wayne & Jeremih,lil wayne,lil wayne & jeremih
Thankful,Lil Wayne & Jeremih,100,1,2021,DJ Khaled Featuring Lil Wayne & Jeremih,jeremih,lil wayne & jeremih
About Damn Time,Lizzo,1,42,2022,,lizzo,
Anti-Hero,Taylor Swift,1,53,2022,,taylor swift,
As It Was,Harry Styles,1,61,2022,,harry styles,
Bad Habit,Steve Lacy,1,35,2022,,steve lacy,
Break My Soul,Beyonce,1,18,2022,,beyonce,
First Class,Jack Harlow,1,28,2022,,jack harlow,
Jimmy Cooks,Drake,1,25,2022,Drake Featuring 21 Savage,drake,
Jimmy Cooks,21 Savage,1,25,2022,Drake Featuring 21 Savage,21 savage,
Kill Bill,SZA,1,52,2022,,sza,
Super Freaky Girl,Nicki Minaj,1,25,2022,,nicki minaj,
Unholy,Sam Smith,1,35,2022,Sam Smith & Kim Petras,sam smith,
Unholy,Kim Petras,1,35,2022,Sam Smith & Kim Petras,kim petras,
Wait For U,Future,1,41,2022,Future Featuring Drake & Tems,future,
Wait For U,Drake & Tems,1,41,2022,Future Featuring Drake & Tems,drake,drake & tems
Wait For U,Drake & Tems,1,41,2022,Future Featuring Drake & Tems,tems,drake & tems
We Don't Talk About Bruno,Carolina Gaitan,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",carolina gaitan,
We Don't Talk About Bruno,Mauro Castillo,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",mauro castillo,
We Don't Talk About Bruno,Adassa,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",adassa,
We Don't Talk About Bruno,Rhenzy Feliz,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",rhenzy feliz,
We Don't Talk About Bruno,Diane Guerrero,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",diane guerrero,
We Don't Talk About Bruno,Stephanie Beatriz,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",stephanie beatriz,
We Don't Talk About Bruno,Encanto Cast,1,20,2022,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",encanto cast,
Do We Have A Problem?,Nicki Minaj,2,13,2022,Nicki Minaj X Lil Baby,nicki minaj,
Do We Have A Problem?,Lil Baby,2,13,2022,Nicki Minaj X Lil Baby,lil baby,
Lavender Haze,Taylor Swift,2,29,2022,,taylor swift,
Lift Me Up,Rihanna,2,20,2022,,rihanna,
Rich Flex,Drake,2,28,2022,Drake & 21 Savage,drake,
Rich Flex,21 Savage,2,28,2022,Drake & 21 Savage,21 savage,
Snooze,SZA,2,70,2022,,sza,
Calm Down,Rema,3,57,2022,Rema & Selena Gomez,rema,
Calm Down,Selena Gomez,3,57,2022,Rema & Selena Gomez,selena gomez,
Creepin',Metro Boomin,3,47,2022,"Metro Boomin, The Weeknd & 21 Savage",metro boomin,
Creepin',The Weeknd,3,47,2022,"Metro Boomin, The Weeknd & 21 Savage",the weeknd,
Creepin',21 Savage,3,47,2022,"Metro Boomin, The Weeknd & 21 Savage",21 savage,
I Like You (A Happier Song),Post Malone,3,36,2022,Post Malone Featuring Doja Cat,post malone,
I Like You (A Happier Song),Doja Cat,3,36,2022,Post Malone Featuring Doja Cat,doja cat,
Late Night Talking,Harry Styles,3,24,2022,,harry styles,
Major Distribution,Drake,3,7,2022,Drake & 21 Savage,drake,
Major Distribution,21 Savage,3,7,2022,Drake & 21 Savage,21 savage,
Maroon,Taylor Swift,3,7,2022,,taylor swift,
N95,Kendrick Lamar,3,6,2022,,kendrick lamar,
Running Up That Hill (A Deal With God),Kate Bush,3,41,2022,,kate bush,
California Breeze,Lil Baby,4,14,2022,,lil baby,
I'm Good (Blue),David Guetta,4,48,2022,David Guetta & Bebe Rexha,david guetta,
I'm Good (Blue),Bebe Rexha,4,48,2022,David Guetta & Bebe Rexha,bebe rexha,
Moscow Mule,Bad Bunny,4,23,2022,,bad bunny,
On BS,Drake,4,8,2022,Drake & 21 Savage,drake,
On BS,21 Savage,4,8,2022,Drake & 21 Savage,21 savage,
Puffin On Zootiez,Future,4,19,2022,,future,
Snow On The Beach,Taylor Swift,4,8,2022,Taylor Swift Featuring Lana Del Rey,taylor swift,
Snow On The Beach,Lana Del Rey,4,8,2022,Taylor Swift Featuring Lana Del Rey,lana del rey,
Sunroof,Nicky Youre,4,32,2022,Nicky Youre & dazy,nicky youre,
Sunroof,dazy,4,32,2022,Nicky Youre & dazy,dazy,
Die Hard,Kendrick Lamar,5,5,2022,"Kendrick Lamar, Blxst & Amanda Reifer",kendrick lamar,
Die Hard,Blxst,5,5,2022,"Kendrick Lamar, Blxst & Amanda Reifer",blxst,
Die Hard,Amanda Reifer,5,5,2022,"Kendrick Lamar, Blxst & Amanda Reifer",amanda reifer,
Midnight Rain,Taylor Swift,5,8,2022,,taylor swift,
Spin Bout U,Drake,5,29,2022,Drake & 21 Savage,drake,
Spin Bout U,21 Savage,5,29,2022,Drake & 21 Savage,21 savage,
Staying Alive,DJ Khaled,5,14,2022,DJ Khaled Featuring Drake & Lil Baby,dj khaled,
Staying Alive,Drake & Lil Baby,5,14,2022,DJ Khaled Featuring Drake & Lil Baby,drake,drake & lil baby
Staying Alive,Drake & Lil Baby,5,14,2022,DJ Khaled Featuring Drake & Lil Baby,lil baby,drake & lil baby
Titi Me Pregunto,Bad Bunny,5,30,2022,,bad bunny,
You Proof,Morgan Wallen,5,62,2022,,morgan wallen,
Bejeweled,Taylor Swift,6,9,2022,,taylor swift,
Cuff It,Beyonce,6,35,2022,,beyonce,
Despues de La Playa,Bad Bunny,6,20,2022,,bad bunny,
Hold Me Closer,Elton John,6,20,2022,Elton John & Britney Spears,elton john,
Hold Me Closer,Britney Spears,6,20,2022,Elton John & Britney Spears,britney spears,
I Ain't Worried,OneRepublic,6,30,2022,,onerepublic,
Me Porto Bonito,Bad Bunny,6,26,2022,Bad Bunny & Chencho Corleone,bad bunny,
Me Porto Bonito,Chencho Corleone,6,26,2022,Bad Bunny & Chencho Corleone,chencho corleone,
Pussy & Millions,Drake & 21 Savage,6,7,2022,Drake & 21 Savage Featuring Travis Scott,drake,drake & 21 savage
Pussy & Millions,Drake & 21 Savage,6,7,2022,Drake & 21 Savage Featuring Travis Scott,21 savage,drake & 21 savage
Pussy & Millions,Travis Scott,6,7,2022,Drake & 21 Savage Featuring Travis Scott,travis scott,
Sticky,Drake,6,13,2022,,drake,
Don't Think Jesus,Morgan Wallen,7,6,2022,,morgan wallen,
Falling Back,Drake,7,2,2022,,drake,
Privileged Rappers,Drake,7,4,2022,Drake & 21 Savage,drake,
Privileged Rappers,21 Savage,7,4,2022,Drake & 21 Savage,21 savage,
Pushin P,Gunna & Future,7,20,2022,Gunna & Future Featuring Young Thug,gunna,gunna & future
Pushin P,Gunna & Future,7,20,2022,Gunna & Future Featuring Young Thug,future,gunna & future
Pushin P,Young Thug,7,20,2022,Gunna & Future Featuring Young Thug,young thug,
Question...?,Taylor Swift,7,5,2022,,taylor swift,
Silent Hill,Kendrick Lamar,7,11,2022,Kendrick Lamar & Kodak Black,kendrick lamar,
Silent Hill,Kodak Black,7,11,2022,Kendrick Lamar & Kodak Black,kodak black,
Thought You Should Know,Morgan Wallen,7,52,2022,,morgan wallen,
712PM,Future,8,3,2022,,future,
Circo Loco,Drake,8,13,2022,Drake & 21 Savage,drake,
Circo Loco,21 Savage,8,13,2022,Drake & 21 Savage,21 savage,
Forever,Lil Baby,8,20,2022,Lil Baby Featuring Fridayy,lil baby,
Forever,Fridayy,8,20,2022,Lil Baby Featuring Fridayy,fridayy,
Glimpse Of Us,Joji,8,20,2022,,joji,
Music For A Sushi Restaurant,Harry Styles,8,18,2022,,harry styles,
Superhero (Heroes & Villains),Metro Boomin,8,24,2022,"Metro Boomin, Future & Chris Brown",metro boomin,
Superhero (Heroes & Villains),Future,8,24,2022,"Metro Boomin, Future & Chris Brown",future,
Superhero (Heroes & Villains),Chris Brown,8,24,2022,"Metro Boomin, Future & Chris Brown",chris brown,
Surface Pressure,Jessica Darrow,8,19,2022,,jessica darrow,
The Kind Of Love We Make,Luke Combs,8,32,2022,,luke combs,
United In Grief,Kendrick Lamar,8,2,2022,,kendrick lamar,
"You're On Your Own, Kid",Taylor Swift,8,6,2022,,taylor swift,
BackOutsideBoyz,Drake,9,4,2022,,drake,
Karma,Taylor Swift,9,11,2022,,taylor swift,
Matilda,Harry Styles,9,4,2022,,harry styles,
Tomorrow 2,GloRilla,9,22,2022,GloRilla & Cardi B,glorilla,
Tomorrow 2,Cardi B,9,22,2022,GloRilla & Cardi B,cardi b,
Bad Decisions,benny blanco,10,5,2022,"benny blanco, BTS & Snoop Dogg",benny blanco,
Bad Decisions,BTS,10,5,2022,"benny blanco, BTS & Snoop Dogg",bts,
Bad Decisions,Snoop Dogg,10,5,2022,"benny blanco, BTS & Snoop Dogg",snoop dogg,
Golden Hour,JVKE,10,33,2022,,jvke,
I'm Dat N***a,Future,10,2,2022,,future,
Just Wanna Rock,Lil Uzi Vert,10,32,2022,,lil uzi vert,
Nobody Gets Me,SZA,10,17,2022,,sza,
One Thing At A Time,Morgan Wallen,10,30,2022,,morgan wallen,
Real Spill,Lil Baby,10,3,2022,,lil baby,
Rock And A Hard Place,Bailey Zimmerman,10,54,2022,,bailey zimmerman,
Something In The Orange,Zach Bryan,10,66,2022,,zach bryan,
Vegas,Doja Cat,10,30,2022,,doja cat,
Vigilante Shit,Taylor Swift,10,6,2022,,taylor swift,
Father Time,Kendrick Lamar,11,2,2022,Kendrick Lamar Featuring Sampha,kendrick lamar,
Father Time,Sampha,11,2,2022,Kendrick Lamar Featuring Sampha,sampha,
Hours In Silence,Drake,11,4,2022,Drake & 21 Savage,drake,
Hours In Silence,21 Savage,11,4,2022,Drake & 21 Savage,21 savage,
I'm On One,Future,11,5,2022,Future Featuring Drake,future,
I'm On One,Drake,11,5,2022,Future Featuring Drake,drake,
Made You Look,Meghan Trainor,11,21,2022,,meghan trainor,
Sacrifice,The Weeknd,11,10,2022,,the weeknd,
Shirt,SZA,11,23,2022,,sza,
Blind,SZA,12,11,2022,,sza,
Broke Boys,Drake,12,4,2022,Drake & 21 Savage,drake,
Broke Boys,21 Savage,12,4,2022,Drake & 21 Savage,21 savage,
Cooped Up,Post Malone,12,15,2022,Post Malone Featuring Roddy Ricch,post malone,
Cooped Up,Roddy Ricch,12,15,2022,Post Malone Featuring Roddy Ricch,roddy ricch,
Love You Better,Future,12,15,2022,,future,
Under The Influence,Chris Brown,12,41,2022,,chris brown,
Daylight,Harry Styles,13,4,2022,,harry styles,
Hot Shit,Cardi B,13,12,2022,"Cardi B, Ye & Lil Durk",cardi b,
Hot Shit,Ye,13,12,2022,"Cardi B, Ye & Lil Durk",ye,
Hot Shit,Lil Durk,13,12,2022,"Cardi B, Ye & Lil Durk",lil durk,
Mastermind,Taylor Swift,13,5,2022,,taylor swift,
Rich Spirit,Kendrick Lamar,13,3,2022,,kendrick lamar,
Right On,Lil Baby,13,15,2022,,lil baby,
Texts Go Green,Drake,13,2,2022,,drake,
Thank God,Kane Brown,13,42,2022,Kane Brown With Katelyn Brown,kane brown,
Thank God,Katelyn Brown,13,42,2022,Kane Brown With Katelyn Brown,katelyn brown,
Yet To Come,BTS,13,2,2022,,bts,
Broadway Girls,Lil Durk,14,20,2022,Lil Durk Featuring Morgan Wallen,lil durk,
Broadway Girls,Morgan Wallen,14,20,2022,Lil Durk Featuring Morgan Wallen,morgan wallen,
In A Minute,Lil Baby,14,28,2022,,lil baby,
Labyrinth,Taylor Swift,14,5,2022,,taylor swift,
Little Freak,Harry Styles,14,3,2022,,harry styles,
Massive,Drake,14,7,2022,,drake,
Party,Bad Bunny,14,20,2022,Bad Bunny & Rauw Alejandro,bad bunny,
Party,Rauw Alejandro,14,20,2022,Bad Bunny & Rauw Alejandro,rauw alejandro,
Treacherous Twins,Drake,14,3,2022,Drake & 21 Savage,drake,
Treacherous Twins,21 Savage,14,3,2022,Drake & 21 Savage,21 savage,
Grapejuice,Harry Styles,15,3,2022,,harry styles,
Keep It Burnin,Future,15,1,2022,Future Featuring Kanye West,future,
Keep It Burnin,Kanye West,15,1,2022,Future Featuring Kanye West,kanye west,
MAMIII,Becky G,15,20,2022,Becky G X Karol G,becky g,
MAMIII,Karol G,15,20,2022,Becky G X Karol G,karol g,
Middle Of The Ocean,Drake,15,3,2022,,drake,
Pop Out,Lil Baby,15,2,2022,Lil Baby & Nardo Wick,lil baby,
Pop Out,Nardo Wick,15,2,2022,Lil Baby & Nardo Wick,nardo wick,
Sweet Nothing,Taylor Swift,15,5,2022,,taylor swift,
Sweetest Pie,Megan Thee Stallion,15,21,2022,Megan Thee Stallion & Dua Lipa,megan thee stallion,
Sweetest Pie,Dua Lipa,15,21,2022,Megan Thee Stallion & Dua Lipa,dua lipa,
The Heart Part 5,Kendrick Lamar,15,2,2022,,kendrick lamar,
Thousand Miles,The Kid LAROI,15,15,2022,,the kid laroi,
Boyfriend,Dove Cameron,16,24,2022,,dove cameron,
Hrs And Hrs,Muni Long,16,20,2022,,muni long,
Jumbotron Shit Poppin,Drake,16,4,2022,,drake,
She Had Me At Heads Carolina,Cole Swindell,16,36,2022,,cole swindell,
Un Ratito,Bad Bunny,16,16,2022,,bad bunny,
We Cry Together,Kendrick Lamar,16,2,2022,Kendrick Lamar & Taylour Paige,kendrick lamar,
We Cry Together,Taylour Paige,16,2,2022,Kendrick Lamar & Taylour Paige,taylour paige,
God Did,DJ Khaled,17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",dj khaled,
God Did,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",rick ross,"rick ross, lil wayne, jay-z, john legend & fridayy"
God Did,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",lil wayne,"rick ross, lil wayne, jay-z, john legend & fridayy"
God Did,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",jay-z,"rick ross, lil wayne, jay-z, john legend & fridayy"
God Did,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",john legend,"rick ross, lil wayne, jay-z, john legend & fridayy"
God Did,"Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",17,3,2022,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",fridayy,"rick ross, lil wayne, jay-z, john legend & fridayy"
Low,SZA,17,16,2022,,sza,
Ahhh Ha,Lil Durk,18,11,2022,,lil durk,
More M’s,Drake,18,3,2022,Drake & 21 Savage,drake,
More M’s,21 Savage,18,3,2022,Drake & 21 Savage,21 savage,
Nail Tech,Jack Harlow,18,12,2022,,jack harlow,
Numb Little Bug,Em Beihold,18,32,2022,,em beihold,
Tarot,Bad Bunny,18,20,2022,Bad Bunny & Jhay Cortez,bad bunny,
Tarot,Jhay Cortez,18,20,2022,Bad Bunny & Jhay Cortez,jhay cortez,
Alien Superstar,Beyonce,19,5,2022,,beyonce,
Fingers Crossed,Lauren Spencer-Smith,19,19,2022,,lauren spencer-smith,
I Guess It's Fuck Me,Drake,19,2,2022,,drake,
Never Hating,Lil Baby,19,3,2022,Lil Baby & Young Thug,lil baby,
Never Hating,Young Thug,19,3,2022,Lil Baby & Young Thug,young thug,
Worldwide Steppers,Kendrick Lamar,19,1,2022,,kendrick lamar,
Bussin,Nicki Minaj,20,3,2022,Nicki Minaj X Lil Baby,nicki minaj,
Bussin,Lil Baby,20,3,2022,Nicki Minaj X Lil Baby,lil baby,
Calling My Name,Drake,20,1,2022,,drake,
Count Me Out,Kendrick Lamar,20,2,2022,,kendrick lamar,
Massaging Me,Future,20,2,2022,,future,
Soy El Unico,Yahritza y Su Esencia,20,5,2022,,yahritza y su esencia,
The Family Madrigal,Stephanie Beatriz,20,16,2022,"Stephanie Beatriz, Olga Merediz & Encanto Cast",stephanie beatriz,
The Family Madrigal,Olga Merediz,20,16,2022,"Stephanie Beatriz, Olga Merediz & Encanto Cast",olga merediz,
The Family Madrigal,Encanto Cast,20,16,2022,"Stephanie Beatriz, Olga Merediz & Encanto Cast",encanto cast,
"Would've, Could've, Should've",Taylor Swift,20,4,2022,,taylor swift,
A Keeper,Drake,21,1,2022,,drake,
Alone,Rod Wave,21,5,2022,,rod wave,
Bam Bam,Camila Cabello,21,20,2022,Camila Cabello Featuring Ed Sheeran,camila cabello,
Bam Bam,Ed Sheeran,21,20,2022,Camila Cabello Featuring Ed Sheeran,ed sheeran,
Bigger Than The Whole Sky,Taylor Swift,21,4,2022,,taylor swift,
Dua Lipa,Jack Harlow,21,4,2022,,jack harlow,
Heyy,Lil Baby,21,12,2022,,lil baby,
Love Language,SZA,21,10,2022,,sza,
Satellite,Harry Styles,21,3,2022,,harry styles,
The Joker And The Queen,Ed Sheeran,21,3,2022,Ed Sheeran Featuring Taylor Swift,ed sheeran,
The Joker And The Queen,Taylor Swift,21,3,2022,Ed Sheeran Featuring Taylor Swift,taylor swift,
5 Foot 9,Tyler Hubbard,22,22,2022,,tyler hubbard,
Church Girl,Beyonce,22,3,2022,,beyonce,
Cinema,Harry Styles,22,2,2022,,harry styles,
Escapism,RAYE,22,23,2022,RAYE Featuring 070 Shake,raye,
Escapism,070 Shake,22,23,2022,RAYE Featuring 070 Shake,070 shake,
Left And Right,Charlie Puth,22,17,2022,Charlie Puth Featuring Jung Kook,charlie puth,
Left And Right,Jung Kook,22,17,2022,Charlie Puth Featuring Jung Kook,jung kook,
Pink Venom,BLACKPINK,22,6,2022,,blackpink,
Purple Hearts,Kendrick Lamar,22,1,2022,"Kendrick Lamar, Summer Walker & Ghostface Killah",kendrick lamar,
Purple Hearts,Summer Walker,22,1,2022,"Kendrick Lamar, Summer Walker & Ghostface Killah",summer walker,
Purple Hearts,Ghostface Killah,22,1,2022,"Kendrick Lamar, Summer Walker & Ghostface Killah",ghostface killah,
Stand On It,Lil Baby,22,3,2022,,lil baby,
Take My Name,Parmalee,22,20,2022,,parmalee,
Too Many Nights,Metro Boomin,22,13,2022,Metro Boomin Featuring Don Toliver & Future,metro boomin,
Too Many Nights,Don Toliver & Future,22,13,2022,Metro Boomin Featuring Don Toliver & Future,don toliver,don toliver & future
Too Many Nights,Don Toliver & Future,22,13,2022,Metro Boomin Featuring Don Toliver & Future,future,don toliver & future
True Love,Kanye West,22,3,2022,Kanye West & XXXTENTACION,kanye west,
True Love,XXXTENTACION,22,3,2022,Kanye West & XXXTENTACION,xxxtentacion,
What Happened To Virgil,Lil Durk,22,20,2022,Lil Durk Featuring Gunna,lil durk,
What Happened To Virgil,Gunna,22,20,2022,Lil Durk Featuring Gunna,gunna,
Yo No Soy Celoso,Bad Bunny,22,6,2022,,bad bunny,
Christmastime Is Here,Vince Guaraldi Trio,23,11,2022,,vince guaraldi trio,
Churchill Downs,Jack Harlow,23,2,2022,Jack Harlow Featuring Drake,jack harlow,
Churchill Downs,Drake,23,2,2022,Jack Harlow Featuring Drake,drake,
Currents,Drake,23,1,2022,,drake,
"Going, Going, Gone",Luke Combs,23,22,2022,,luke combs,
In My Head,Juice WRLD,23,2,2022,,juice wrld,
Savior,Kendrick Lamar,23,2,2022,"Kendrick Lamar, Baby Keem, & Sam Dew",kendrick lamar,
Savior,Baby Keem,23,2,2022,"Kendrick Lamar, Baby Keem, & Sam Dew",baby keem,
Savior,& Sam Dew,23,2,2022,"Kendrick Lamar, Baby Keem, & Sam Dew",& sam dew,
Thought I Was Playing,Gunna,23,3,2022,Gunna & 21 Savage,gunna,
Thought I Was Playing,21 Savage,23,3,2022,Gunna & 21 Savage,21 savage,
Umbrella,Metro Boomin,23,2,2022,"Metro Boomin, 21 Savage & Young Nudy",metro boomin,
Umbrella,21 Savage,23,2,2022,"Metro Boomin, 21 Savage & Young Nudy",21 savage,
Umbrella,Young Nudy,23,2,2022,"Metro Boomin, 21 Savage & Young Nudy",young nudy,
Until I Found You,Stephen Sanchez,23,41,2022,,stephen sanchez,
Wait In The Truck,HARDY,23,34,2022,HARDY Featuring Lainey Wilson,hardy,
Wait In The Truck,Lainey Wilson,23,34,2022,HARDY Featuring Lainey Wilson,lainey wilson,
Daydreaming,Harry Styles,24,2,2022,,harry styles,
