performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks
kathy linden,Kathy Linden,1959,1959,0,0,1959-1959,1,2,0,0,0,0,0,1,0,1,0,"Goodbye Jimmy, Goodbye",11,"Goodbye Jimmy, Goodbye",11,14,17,,0,,0,0,0
kathy mattea,Kathy Mattea,0,0,1990,1997,1990-1997,5,0,6,0,0,0,0,0,0,0,0,,0,,0,0,0,Time Passes By,72,A Collection Of Hits,80,34,107
kathy smith,Kathy Smith,0,0,1982,1982,1982-1982,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Kathy Smith's Aerobic Fitness,144,Kathy Smith's Aerobic Fitness,144,13,13
kathy taylor,Kathy Taylor,0,0,2009,2009,2009-2009,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Live: The Worship Experience,190,Live: The Worship Experience,190,1,1
kathy troccoli,Kathy Troccoli,1992,1994,1997,1997,1992-1997,3,2,1,0,0,0,0,1,0,1,0,Everything Changes,14,Everything Changes,14,20,26,Love And Mercy,170,Love And Mercy,170,1,1
kathy young,Kathy Young,1960,1961,0,0,1960-1961,2,3,0,0,0,1,0,1,0,2,0,A Thousand Stars,3,A Thousand Stars,3,17,30,,0,,0,0,0
katie armiger,Katie Armiger,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,Fall Into Me,32,Fall Into Me,32,2,2
katie lopez,Katie Lopez,2014,2014,0,0,2014-2014,1,1,0,0,0,0,0,0,0,0,0,Do You Want To Build A Snowman?,51,Do You Want To Build A Snowman?,51,18,18,,0,,0,0,0
katie melua,Katie Melua,0,0,2004,2006,2004-2006,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Piece By Piece,108,Call Off The Search,161,1,3
kato,KATO,2025,2025,0,0,2025-2025,1,1,0,0,0,0,0,0,0,0,0,Turn The Lights Off,82,Turn The Lights Off,82,3,3,,0,,0,0,0
katrina and the waves,Katrina And The Waves,1985,1989,1985,1989,1985-1989,3,5,2,0,0,1,0,2,0,3,1,Walking On Sunshine,9,Walking On Sunshine,9,21,57,Katrina And The . . . Waves,25,Katrina And The . . . Waves,25,48,56
katseye,KATSEYE,2025,2026,2024,2025,2024-2026,3,3,2,0,0,0,1,0,1,2,1,Gabriela,21,Gabriela,21,28,45,Beautiful Chaos (EP),4,SIS (Soft Is Strong) (EP),98,8,40
katt williams,Katt Williams,0,0,2009,2009,2009-2009,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,It's Pimpin' Pimpin',174,It's Pimpin' Pimpin',174,1,1
katy perry,Katy Perry,2008,2024,2008,2024,2008-2024,13,35,7,9,3,14,6,19,6,27,6,I Kissed A Girl,1,I Kissed A Girl,1,23,616,Teenage Dream,1,One Of The Boys,9,92,678
katy tiz,Katy Tiz,2014,2014,0,0,2014-2014,1,1,0,0,0,0,0,0,0,0,0,The Big Bang,100,The Big Bang,100,1,1,,0,,0,0,0
kavinsky,Kavinsky,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Outrun,156,Outrun,156,1,1
kay flock,Kay Flock,2021,2022,0,0,2021-2022,2,2,0,0,0,0,0,0,0,0,0,Shake It,51,Not In The Mood,61,1,4,,0,,0,0,0
kay starr,Kay Starr,1961,1962,0,0,1961-1962,2,3,0,0,0,0,0,0,0,1,0,Foolin' Around,49,Foolin' Around,49,9,16,,0,,0,0,0
kay-gees,Kay-Gees,0,0,1975,1975,1975-1975,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Keep On Bumpin' & Masterplan,199,Keep On Bumpin' & Masterplan,199,1,1
kayak,Kayak,1978,1978,1976,1979,1976-1979,3,1,3,0,0,0,0,0,0,0,0,I Want You To Be Mine,55,I Want You To Be Mine,55,6,6,Starlight Dancer,117,Royal Bed Bouncer,199,2,18
kayo,Kayo,1997,1997,0,0,1997-1997,1,1,0,0,0,0,0,0,0,0,0,Don't Go,62,Don't Go,62,19,19,,0,,0,0,0
kaytramine,KAYTRAMINE,0,0,2023,2023,2023-2023,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,KAYTRAMINE,92,KAYTRAMINE,92,1,1
kaytranada,KAYTRANADA,0,0,2016,2024,2016-2024,3,0,3,0,0,0,0,0,0,0,1,,0,,0,0,0,Timeless,28,99.9%,73,1,4
kb,KB,0,0,2012,2017,2012-2017,4,0,4,0,0,0,0,0,1,0,3,,0,,0,0,0,Tomorrow We Live,18,Weight & Glory,34,2,6
kbc band,KBC Band,1986,1986,1986,1986,1986-1986,1,1,1,0,0,0,0,0,0,0,0,"It's Not You, It's Not Me",89,"It's Not You, It's Not Me",89,4,4,KBC Band,75,KBC Band,75,24,24
kc,KC And The Sunshine Band,1975,1983,1975,1984,1975-1984,8,15,6,5,0,6,1,7,2,12,4,Get Down Tonight,1,Get Down Tonight,1,15,209,K C And The Sunshine Band,4,K C And The Sunshine Band,4,47,203
kcamp,KCamp,2014,2014,0,0,2014-2014,1,1,0,0,0,0,0,0,0,1,0,Cut Her Off,49,Cut Her Off,49,20,20,,0,,0,0,0
ke$ha,Ke$ha,2009,2013,2010,2012,2009-2013,5,17,4,3,1,10,2,10,3,13,4,TiK ToK,1,TiK ToK,1,38,290,Animal,1,Animal,1,95,165
keak da sneak,Keak Da Sneak,2006,2006,2008,2008,2006-2008,2,1,1,0,0,0,0,0,0,1,0,Tell Me When To Go,35,Tell Me When To Go,35,15,15,Deified,196,Deified,196,1,1
keala settle,Keala Settle,2018,2018,0,0,2018-2018,1,2,0,0,0,0,0,0,0,0,0,This Is Me,58,This Is Me,58,14,18,,0,,0,0,0
keali'i reichel,Keali'i Reichel,0,0,1997,1997,1997-1997,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,E O Mai,189,E O Mai,189,1,1
keane,Keane,2005,2006,2004,2012,2004-2012,6,2,5,0,0,0,2,0,3,1,5,Somewhere Only We Know,50,Somewhere Only We Know,50,12,21,Under The Iron Sea,4,Hopes And Fears,45,54,82
keb mo,Keb Mo,0,0,2011,2011,2011-2011,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,The Reflection,81,The Reflection,81,2,2
keb' mo',Keb' Mo',0,0,1996,2017,1996-2017,8,0,9,0,0,0,0,0,0,0,0,,0,,0,0,0,Bluesamericana,58,Just Like You,197,1,22
kebo gotti,Kebo Gotti,2011,2011,0,0,2011-2011,1,1,0,0,0,0,0,0,0,0,0,Grove St. Party,74,Grove St. Party,74,9,9,,0,,0,0,0
keedy,Keedy,1991,1991,0,0,1991-1991,1,2,0,0,0,0,0,1,0,1,0,Save Some Love,15,Save Some Love,15,15,19,,0,,0,0,0
keef hartley band,Keef Hartley Band,0,0,1970,1970,1970-1970,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,The Time Is Near,191,The Time Is Near,191,3,3
keel,Keel,0,0,1985,1987,1985-1987,3,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,The Final Frontier,53,The Right To Rock,99,21,52
kehlani,Kehlani,2016,2025,2015,2024,2015-2025,10,19,6,0,0,1,3,1,4,5,6,Folded,6,Gangsta,41,12,135,It Was Good Until It Wasn't,2,You Should Be Here,36,2,64
keith,Keith,1966,1967,1967,2016,1966-2016,3,4,2,0,0,1,0,1,0,3,0,98.6,7,98.6,7,14,34,98.6/Ain't Gonna Lie,124,98.6/Ain't Gonna Lie,124,5,6
keith & kristyn getty,Keith & Kristyn Getty,0,0,2012,2016,2012-2016,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Hymns For The Christian Life,121,Hymns For The Christian Life,121,2,3
keith anderson,Keith Anderson,2005,2008,2005,2008,2005-2008,3,3,2,0,0,0,0,0,1,1,1,I Still Miss You,48,Pickin' Wildflowers,64,12,50,C'mON!,12,Three Chord Country And American Rock & Roll,71,27,35
keith barbour,Keith Barbour,1969,1969,1969,1969,1969-1969,1,1,1,0,0,0,0,0,0,1,0,Echo Park,40,Echo Park,40,9,9,Echo Park,163,Echo Park,163,4,4
keith carradine,Keith Carradine,1976,1976,1976,1976,1976-1976,1,1,1,0,0,0,0,1,0,1,0,I'm Easy,17,I'm Easy,17,19,19,I'm Easy,61,I'm Easy,61,17,17
keith colley,Keith Colley,1963,1963,0,0,1963-1963,1,1,0,0,0,0,0,0,0,0,0,Enamorado,66,Enamorado,66,8,8,,0,,0,0,0
keith emerson,Keith Emerson,0,0,1981,1981,1981-1981,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Nighthawks,183,Nighthawks,183,3,3
keith hampshire,Keith Hampshire,1972,1973,0,0,1972-1973,2,3,0,0,0,0,0,0,0,0,0,Daytime Night-Time,51,Daytime Night-Time,51,9,26,,0,,0,0,0
keith harkin,Keith Harkin,0,0,2012,2012,2012-2012,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Keith Harkin,78,Keith Harkin,78,1,1
keith herman,Keith Herman,1979,1979,0,0,1979-1979,1,1,0,0,0,0,0,0,0,0,0,She's Got A Whole Number,87,She's Got A Whole Number,87,4,4,,0,,0,0,0
keith jarrett,Keith Jarrett,0,0,1975,1978,1975-1978,4,0,8,0,0,0,0,0,0,0,0,,0,,0,0,0,Byablue,117,El Juicio (the Judgement),160,5,35
keith jarrett / charlie haden,Keith Jarrett / Charlie Haden,0,0,2010,2014,2010-2014,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Jasmine,75,Jasmine,75,2,3
keith jarrett/gary peacock/jack dejohnette,Keith Jarrett/Gary Peacock/Jack DeJohnette,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Somewhere,177,Somewhere,177,1,1
keith martin,Keith Martin,1995,1995,0,0,1995-1995,1,1,0,0,0,0,0,0,0,0,0,Never Find Someone Like You,53,Never Find Someone Like You,53,16,16,,0,,0,0,0
keith moon,Keith Moon,0,0,1975,1975,1975-1975,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Two Sides Of The Moon,155,Two Sides Of The Moon,155,3,3
keith murray,Keith Murray,1994,2003,1994,2007,1994-2007,8,6,5,0,0,0,0,0,0,2,4,Shorty (You Keep Playin' With My Mind),25,The Most Beautifullest Thing In This World,50,18,79,The Most Beautifullest Thing In This World,34,The Most Beautifullest Thing In This World,34,19,42
keith richards,Keith Richards,0,0,1988,2015,1988-2015,3,0,3,0,0,0,0,0,1,0,2,,0,,0,0,0,Crosseyed Heart,11,Talk Is Cheap,24,23,38
keith sweat,Keith Sweat,1988,1999,1988,2016,1988-2016,16,14,14,0,0,4,5,8,10,10,13,Twisted,2,I Want Her,5,20,241,Keith Sweat,5,Make It Last Forever,15,68,355
keith sweat (duet,Keith Sweat (Duet,1988,1988,0,0,1988-1988,1,1,0,0,0,0,0,0,0,0,0,Make It Last Forever,59,Make It Last Forever,59,11,11,,0,,0,0,0
keith sweat (featuring kut klose),Keith Sweat (Featuring Kut Klose),1994,1994,0,0,1994-1994,1,1,0,0,0,0,0,0,0,0,0,Get Up On It,62,Get Up On It,62,16,16,,0,,0,0,0
keith sweat (featuring ronald isley),Keith Sweat (Featuring Ronald Isley),1997,1997,0,0,1997-1997,1,1,0,0,0,0,0,0,0,0,0,Come With Me,68,Come With Me,68,11,11,,0,,0,0,0
keith sykes,Keith Sykes,0,0,1980,1980,1980-1980,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,I'm Not Strange I'm Just Like You,147,I'm Not Strange I'm Just Like You,147,11,11
keith urban,Keith Urban,2000,2022,2000,2024,2000-2024,23,44,13,0,2,0,8,1,10,28,11,Kiss A Girl,16,But For The Grace Of God,37,20,755,Defying Gravity,1,Keith Urban,145,27,675
keith urban duet,Keith Urban Duet,2020,2020,0,0,2020-2020,1,1,0,0,0,0,0,0,0,0,0,One Too Many,52,One Too Many,52,34,34,,0,,0,0,0
keith washington,Keith Washington,1991,1998,1991,1998,1991-1998,3,2,3,0,0,0,0,0,0,1,1,Kissing You,40,Kissing You,40,13,26,Make Time For Love,48,Make Time For Love,48,25,40
keith whitley,Keith Whitley,0,0,1989,1990,1989-1990,2,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Greatest Hits,67,I Wonder Do You Think Of Me,115,7,66
keke wyatt,KeKe Wyatt,2000,2002,2001,2014,2000-2014,4,2,2,0,0,0,0,0,0,2,1,My First Love,26,My First Love,26,20,40,Soul Sista,33,Soul Sista,33,27,28
kelela,Kelela,0,0,2017,2017,2017-2017,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Take Me Apart,128,Take Me Apart,128,1,1
kelis,Kelis,1999,2006,2000,2014,1999-2014,6,7,5,0,0,1,1,2,1,4,3,Milkshake,3,Got Your Money,33,20,97,Kelis Was Here,10,Kaleidoscope,144,6,29
kellee patterson,Kellee Patterson,1977,1977,0,0,1977-1977,1,1,0,0,0,0,0,0,0,0,0,"If It Don't Fit, Don't Force It",75,"If It Don't Fit, Don't Force It",75,8,8,,0,,0,0,0
kellie coffey,Kellie Coffey,2002,2002,2002,2002,2002-2002,1,1,1,0,0,0,0,0,0,0,0,When You Lie Next To Me,54,When You Lie Next To Me,54,18,18,When You Lie Next To Me,54,When You Lie Next To Me,54,14,14
kellie pickler,Kellie Pickler,2006,2010,2006,2013,2006-2013,7,5,4,0,0,0,3,0,4,1,4,Best Days Of Your Life,46,Red High Heels,64,11,44,100 Proof,7,Small Town Girl,9,54,110
kelly clarkson,Kelly Clarkson,2002,2022,2003,2023,2002-2023,18,31,12,3,3,12,9,16,10,22,11,A Moment Like This,1,A Moment Like This,1,20,600,Thankful,1,Thankful,1,50,524
kelly dodson,Kelly Dodson,2010,2010,0,0,2010-2010,1,1,0,0,0,0,0,0,0,0,0,Bed Intruder Song,89,Bed Intruder Song,89,3,3,,0,,0,0,0
kelly osbourne,Kelly Osbourne,2002,2002,2002,2005,2002-2005,2,1,2,0,0,0,0,0,0,0,0,Papa Don't Preach,74,Papa Don't Preach,74,2,2,Shut Up,101,Shut Up,101,6,7
kelly price,Kelly Price,1998,2000,1998,2014,1998-2014,7,5,7,0,0,1,2,2,3,2,4,Heartbreak Hotel,2,Heartbreak Hotel,2,28,80,Mirror Mirror,5,Soul Of A Woman,15,35,90
kelly rowland,Kelly Rowland,2002,2013,2002,2013,2002-2013,8,11,4,1,0,1,3,3,4,5,4,Dilemma,1,Dilemma,1,29,159,Here I Am,3,Simply Deep,12,19,57
kelsea ballerini,Kelsea Ballerini,2015,2024,2015,2025,2015-2025,11,11,8,0,0,0,2,0,4,6,6,Peter Pan,35,Love Me Like You Mean It,45,18,176,Patterns,4,The First Time,31,100,151
kelsea ballerini x halsey,Kelsea Ballerini x Halsey,2020,2020,0,0,2020-2020,1,1,0,0,0,0,0,0,0,0,0,The Other Girl,95,The Other Girl,95,1,1,,0,,0,0,0
kem,Kem,2005,2005,2003,2020,2003-2020,6,1,6,0,0,0,3,0,3,0,3,I Can't Stop Loving You,84,I Can't Stop Loving You,84,14,14,Intimacy: Album III,2,Kemistry,90,46,155
ken carson,Ken Carson,2024,2024,2022,2025,2022-2025,4,1,3,0,1,0,1,0,2,0,2,Overseas,79,Overseas,79,1,1,More Chaos,1,X,115,1,66
ken darby singers & john scott trotter & his orchestra,Ken Darby Singers & John Scott Trotter & His Orchestra,2023,2024,0,0,2023-2024,2,2,0,0,0,0,0,2,0,2,0,White Christmas,12,White Christmas,12,35,79,,0,,0,0,0
ken hensley,Ken Hensley,0,0,1973,1973,1973-1973,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Proud Words On A Dusty Shelf,173,Proud Words On A Dusty Shelf,173,7,7
ken-y,Ken-Y,2006,2006,2006,2008,2006-2008,3,2,3,0,0,0,0,0,0,0,1,Down,90,Down,90,3,4,The Royalty/La Realeza,32,Masterpiece: Nuestra Obra Maestra,101,24,36
kendrick lamar,"Drake, 2 Chainz & Kendrick Lamar",2012,2025,2011,2024,2011-2025,14,90,7,6,5,23,6,40,6,66,6,Bad Blood,1,F**kin Problems,8,27,908,To Pimp A Butterfly,1,Section.80,113,4,1501
kenna,Kenna,0,0,2007,2007,2007-2007,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Make Sure They See My Face,124,Make Sure They See My Face,124,1,1
kenny 'babyface' edmonds,Kenny 'Babyface' Edmonds,0,0,2007,2007,2007-2007,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,Playlist,48,Playlist,48,4,4
kenny ball and his jazzmen,Kenny Ball and his Jazzmen,1962,1962,0,0,1962-1962,1,3,0,0,0,1,0,1,0,1,0,Midnight In Moscow,2,Midnight In Moscow,2,14,21,,0,,0,0,0
kenny beats,Kenny Beats,0,0,2020,2020,2020-2020,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,UNLOCKED,100,UNLOCKED,100,2,2
kenny burrell,Kenny Burrell,0,0,1968,1968,1968-1968,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Blues-The Common Ground,191,Blues-The Common Ground,191,2,2
kenny burrell and grady tate,Kenny Burrell And Grady Tate,1965,1965,0,0,1965-1965,1,1,0,0,0,0,0,0,0,0,0,The Organ Grinder's Swing,92,The Organ Grinder's Swing,92,3,3,,0,,0,0,0
kenny chandler,Kenny Chandler,1963,1963,0,0,1963-1963,1,1,0,0,0,0,0,0,0,0,0,Heart,64,Heart,64,7,7,,0,,0,0,0
kenny chesney,Kenny Chesney,1998,2025,1996,2024,1996-2025,28,59,22,0,9,0,16,2,18,36,19,Out Last Night,16,That's Why I'm Here,79,7,964,"No Shoes, No Shirt, No Problems",1,Me And You,78,30,1068
kenny chesney duet,Kenny Chesney Duet,2008,2008,0,0,2008-2008,1,1,0,0,0,0,0,0,0,1,0,Shiftwork,47,Shiftwork,47,16,16,,0,,0,0,0
kenny dino,Kenny Dino,1961,1961,0,0,1961-1961,1,1,0,0,0,0,0,0,0,1,0,Your Ma Said You Cried In Your Sleep Last Night,24,Your Ma Said You Cried In Your Sleep Last Night,24,11,11,,0,,0,0,0
kenny g,Kenny G,1987,2019,1984,2015,1984-2019,23,11,21,0,1,2,6,4,10,7,16,Songbird,4,Songbird,4,22,147,Miracles: The Holiday Album,1,G Force,62,21,762
kenny g. (vocal by lenny williams),Kenny G. (Vocal By Lenny Williams),1987,1987,0,0,1987-1987,1,1,0,0,0,0,0,1,0,1,0,Don't Make Me Wait For Love,15,Don't Make Me Wait For Love,15,19,19,,0,,0,0,0
kenny karen,Kenny Karen,1973,1973,0,0,1973-1973,1,1,0,0,0,0,0,0,0,0,0,That's Why You Remember,82,That's Why You Remember,82,4,4,,0,,0,0,0
kenny lattimore,Kenny Lattimore,1996,1997,1996,2015,1996-2015,8,2,7,0,0,0,0,0,0,1,1,For You,33,Never Too Busy,89,4,24,Things That Lovers Do,31,Kenny Lattimore,92,34,66
kenny loggins,Kenny Loggins,1972,1991,1977,2022,1972-2022,19,24,14,1,0,6,1,10,4,15,7,Footloose,1,Your Mama Don't Dance,4,16,336,Nightwatch,7,Celebrate Me Home,27,33,388
kenny mason & sheck wes,Kenny Mason & Sheck Wes,2022,2022,0,0,2022-2022,1,1,0,0,0,0,0,0,0,0,0,Stick,71,Stick,71,1,1,,0,,0,0,0
kenny nolan,Kenny Nolan,1976,1980,1977,1977,1976-1980,3,4,1,0,0,1,0,2,0,3,0,I Like Dreamin',3,I Like Dreamin',3,27,56,Kenny Nolan,78,Kenny Nolan,78,16,16
kenny o'dell,Kenny O'Dell,1967,1968,0,0,1967-1968,2,2,0,0,0,0,0,0,0,1,0,Beautiful People,38,Beautiful People,38,7,9,,0,,0,0,0
kenny rankin,Kenny Rankin,0,0,1972,1984,1972-1984,6,0,6,0,0,0,0,0,0,0,0,,0,,0,0,0,Silver Morning,63,Like A Seed,184,8,88
kenny rogers,Kenny Rogers & The First Edition,1969,2006,1968,2020,1968-2020,29,38,46,1,1,9,5,18,9,27,23,Lady,1,"Ruby, Don't Take Your Love To Town",6,13,478,Kenny Rogers' Greatest Hits,1,The First Edition,118,15,1145
kenny rogers duet,Kenny Rogers Duet,1983,1983,0,0,1983-1983,1,1,0,1,0,1,0,1,0,1,0,Islands In The Stream,1,Islands In The Stream,1,25,25,,0,,0,0,0
kenny rogers),Kenny Rogers),1985,1985,0,0,1985-1985,1,1,0,0,0,0,0,0,0,0,0,Real Love,91,Real Love,91,3,3,,0,,0,0,0
kenny starr,Kenny Starr,1975,1975,0,0,1975-1975,1,1,0,0,0,0,0,0,0,0,0,The Blind Man In The Bleachers,58,The Blind Man In The Bleachers,58,5,5,,0,,0,0,0
kenny wayne shepherd,"Kenny Wayne Shepherd, Brantley Gilbert & Brian May",2019,2019,1996,2007,1996-2019,4,1,3,0,0,0,0,0,0,0,0,Blue On Black,66,Blue On Black,66,1,1,The Place You're In,101,Ledbetter Heights,108,33,37
kenny wayne shepherd band,Kenny Wayne Shepherd Band,0,0,2017,2019,2017-2019,2,0,2,0,0,0,0,0,0,0,1,,0,,0,0,0,Lay It On Down,34,Lay It On Down,34,1,2
kent jones,Kent Jones,2016,2016,0,0,2016-2016,1,1,0,0,0,1,0,1,0,1,0,Don't Mind,8,Don't Mind,8,20,20,,0,,0,0,0
kenya grace,Kenya Grace,2023,2023,0,0,2023-2023,1,1,0,0,0,0,0,0,0,1,0,Strangers,42,Strangers,42,21,21,,0,,0,0,0
kep1er,Kep1er,0,0,2024,2024,2024-2024,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Tipi-Tap (EP),147,Tipi-Tap (EP),147,1,1
keri hilson,Keri Hilson,2004,2010,2009,2011,2004-2011,6,10,2,0,0,2,1,3,2,5,2,The Way I Are,3,Hey Now (Mean Muggin),93,4,159,In A Perfect World...,4,In A Perfect World...,4,33,52
kerli,Kerli,0,0,2008,2013,2008-2013,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Love Is Dead,126,Love Is Dead,126,4,5
kermit (jim henson),Kermit (Jim Henson),1979,1979,0,0,1979-1979,1,1,0,0,0,0,0,0,0,1,0,Rainbow Connection,25,Rainbow Connection,25,17,17,,0,,0,0,0
kerry chater,Kerry Chater,1977,1977,0,0,1977-1977,1,1,0,0,0,0,0,0,0,0,0,Part Time Love,97,Part Time Love,97,2,2,,0,,0,0,0
kesha,Kesha,2016,2025,2017,2025,2016-2025,5,6,4,0,1,0,2,0,3,2,3,Praying,22,True Colors,74,1,45,Rainbow,1,Rainbow,1,34,39
keshi,keshi,0,0,2022,2024,2022-2024,2,0,2,0,0,0,0,0,1,0,2,,0,,0,0,0,Gabriel,16,Gabriel,16,1,3
ketty lester,Ketty Lester,1962,1962,0,0,1962-1962,1,4,0,0,0,1,0,1,0,2,0,Love Letters,5,Love Letters,5,14,23,,0,,0,0,0
kevin 'k.o.' olusola,Kevin 'K.O.' Olusola,0,0,2015,2015,2015-2015,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,The Renegade EP,52,The Renegade EP,52,1,1
kevin abstract,Kevin Abstract,0,0,2019,2019,2019-2019,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Arizona Baby,53,Arizona Baby,53,1,1
kevin and bean,Kevin And Bean,0,0,1994,1994,1994-1994,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,No Toys For O.J.,57,No Toys For O.J.,57,1,1
kevin costner & modern west,Kevin Costner & Modern West,0,0,2012,2012,2012-2012,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Hatfields & McCoys: Famous For Killing Each Other (Soundtrack),73,Hatfields & McCoys: Famous For Killing Each Other (Soundtrack),73,2,2
kevin denney,Kevin Denney,2002,2002,2002,2002,2002-2002,1,1,1,0,0,0,0,0,0,0,0,That's Just Jessie,76,That's Just Jessie,76,17,17,Kevin Denney,119,Kevin Denney,119,2,2
kevin devine,Kevin Devine,0,0,2011,2013,2011-2013,2,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Bubblegum,133,Between The Concrete & Cloud,188,1,3
kevin federline,Kevin Federline,0,0,2006,2006,2006-2006,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Playing With Fire,151,Playing With Fire,151,1,1
kevin fowler,Kevin Fowler,0,0,2004,2014,2004-2014,4,0,4,0,0,0,0,0,0,0,0,,0,,0,0,0,How Country Are Ya?,66,"Loose, Loud & Crazy",195,1,4
kevin gates,Kevin Gates,2015,2022,2013,2025,2013-2025,11,12,14,0,0,0,5,1,9,4,13,2 Phones,17,I Don't Get Tired (#IDGT),90,9,81,Islah,2,Stranger Than Fiction,37,4,269
kevin hart,Kevin Hart,0,0,2012,2012,2012-2012,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Laugh At My Pain,71,Laugh At My Pain,71,1,1
kevin johnson,Kevin Johnson,1973,1973,0,0,1973-1973,1,1,0,0,0,0,0,0,0,0,0,Rock 'N Roll (I Gave You The Best Years of My Life),73,Rock 'N Roll (I Gave You The Best Years of My Life),73,4,4,,0,,0,0,0
kevin k-mac mccall,Kevin K-MAC McCall,2011,2011,0,0,2011-2011,1,1,0,0,0,0,0,0,0,1,0,Strip,37,Strip,37,20,20,,0,,0,0,0
kevin lamb,Kevin Lamb,1978,1978,0,0,1978-1978,1,1,0,0,0,0,0,0,0,0,0,On The Wrong Track,82,On The Wrong Track,82,4,4,,0,,0,0,0
kevin lyttle,Kevin Lyttle,2004,2004,2004,2004,2004-2004,1,1,1,0,0,1,1,1,1,1,1,Turn Me On,4,Turn Me On,4,25,25,Kevin Lyttle,8,Kevin Lyttle,8,12,12
kevin paige,Kevin Paige,1989,1990,1989,1989,1989-1990,2,2,1,0,0,0,0,1,0,2,0,Don't Shut Me Out,18,Don't Shut Me Out,18,24,36,Kevin Paige,107,Kevin Paige,107,31,31
kevin raleigh,Kevin Raleigh,1989,1989,0,0,1989-1989,1,1,0,0,0,0,0,0,0,0,0,Moonlight On Water,60,Moonlight On Water,60,9,9,,0,,0,0,0
kevin rudolf,Kevin Rudolf,2008,2010,2008,2010,2008-2010,3,3,2,0,0,1,0,1,0,2,0,Let It Rock,5,Let It Rock,5,35,64,To The Sky,78,In The City,94,7,8
kevin sharp,Kevin Sharp,0,0,1996,1996,1996-1996,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,Measure Of A Man,40,Measure Of A Man,40,36,36
kevin spacey,Kevin Spacey,0,0,2005,2005,2005-2005,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Beyond The Sea (Soundtrack),141,Beyond The Sea (Soundtrack),141,3,3
kevin woo,Kevin Woo,2025,2025,0,0,2025-2025,1,3,0,0,0,2,0,2,0,2,0,Soda Pop,3,Soda Pop,3,25,51,,0,,0,0,0
kevon edmonds,Kevon Edmonds,1999,1999,1999,2009,1999-2009,2,1,2,0,0,1,0,1,0,1,0,24/7,10,24/7,10,20,20,24/7,77,24/7,77,30,33
key glock,Key Glock,2022,2025,2018,2025,2018-2025,8,7,10,0,0,0,4,0,6,0,8,Let's Go,59,Proud,73,1,22,Yellow Tape 2,7,Glockoma,34,3,62
keyshia cole,Keyshia Cole,2004,2012,2005,2017,2004-2017,10,12,7,0,0,2,6,3,6,6,7,Let It Go,7,I Changed My Mind,71,11,180,Just Like You,2,The Way It Is,6,64,206
